id,track,subtrack,tech,skill,source,q_preview
"rq-a-ai-app-2-3-r2","ai","ai-app","部署与成本","私有化部署与合规","","在私有化部署中，如何权衡模型推理性能与硬件成本？请对比 vLLM、TensorRT-LLM、llama.cpp 三种推理框架的适用场景，并给出选型建议。"
"rq-a-ai-app-2-4","ai","ai-app","Prompt","多轮对话与记忆管理","","在多轮对话中，如何保证“人设一致性”（如客服机器人始终保持礼貌、或AI助手始终使用特定口吻）？请给出具体实现方案。"
"rq-a-ai-app-2-4-r2","ai","ai-app","RAG","私有化部署与合规","","请描述你在私有化部署 RAG 系统时，如何保证向量数据库与 LLM 推理服务的数据安全与合规？请给出具体架构设计。"
"rq-a-ai-app-2-5","ai","ai-app","RAG","多轮对话与记忆管理","","请对比“基于摘要的上下文压缩”和“基于向量检索的上下文选择”两种记忆管理方案，在什么场景下你会选择哪一种？为什么？"
"rq-a-ai-app-2-5-r2","ai","ai-app","RAG","私有化部署与合规","","在私有化部署 LLM 时，你如何应对“模型幻觉”带来的合规风险？请结合 RAG、提示工程与输出校验给出具体方案。"
"rq-a-ai-app-2-6","ai","ai-app","部署与成本","多轮对话与记忆管理","","请写一段代码，实现一个支持多轮对话的`ConversationManager`类，要求：① 自动管理消息历史；② 当历史超过`max_tokens`时自动触发摘要压缩；③ 支持注入长期记忆（从外部存储读取）。请给出核心实现。"
"rq-a-ai-app-2-6-r2","ai","ai-app","部署与成本","私有化部署与合规","","请对比“本地部署开源模型”与“调用云端闭源 API”在合规、成本、性能三个维度的差异，并说明在什么场景下你会选择混合架构。"
"rq-a-ai-app-2-7","ai","ai-app","部署与成本","私有化部署与合规","","在私有化部署中，如何实现模型版本的合规管理（如模型来源、许可证、更新记录）？请设计一套可落地的模型治理流程。"
"rq-a-ai-app-2-8","ai","ai-app","部署与成本","私有化部署与合规","","请现场设计一个私有化部署的 LLM 服务健康检查与容灾方案，要求包含：健康检查指标、自动恢复机制、以及数据备份策略。"
"rq-a-ai-app-3-1","ai","ai-app","RAG","向量数据库入门","","请解释什么是向量数据库，并说明它在 RAG（检索增强生成）应用中的核心作用是什么？它与传统的关系型数据库（如 MySQL）在存储和查询方式上有何本质区别？"
"rq-a-ai-app-3-2","ai","ai-app","RAG","向量数据库入门","","请对比 Chroma、Milvus 和 pgvector 三者在数据规模、部署方式、功能特性（如元数据过滤、持久化）上的差异，并给出选型建议。"
"rq-a-ai-app-3-3","ai","ai-app","RAG","向量数据库入门","","在向量数据库中，元数据过滤（Metadata Filtering）的作用是什么？请分别用 Chroma 和 Milvus 的 API 示例，演示如何实现“只检索 2024 年发布的、类别为‘技术’的文档”。"
"rq-a-ai-app-3-4","ai","ai-app","RAG","向量数据库入门","","在向量检索中，常见的相似度度量方式有哪些（如余弦相似度、欧氏距离、内积）？它们各自适用于什么场景？如果使用 L2 归一化后的向量，这三种度量之间有什么关系？"
"rq-a-ai-app-3-5","ai","ai-app","RAG","向量数据库入门","","请解释 HNSW（Hierarchical Navigable Small World）索引的核心原理，并说明为什么它能在高维向量检索中兼顾速度与召回率。"
"rq-a-ai-app-5-1","ai","ai-app","部署与成本","结构化输出与容错","","请解释什么是结构化输出（Structured Output），为什么在 LLM 应用中它如此重要？请结合 JSON Schema 说明其作用。"
"rq-a-ai-app-5-2","ai","ai-app","Agent","结构化输出与容错","https://platform.openai.com/docs/guides/function-calling","请深入讲解 LLM 实现结构化输出的底层机制有哪些？它们各自的原理和优缺点是什么？"
"rq-a-ai-app-5-3","ai","ai-app","部署与成本","结构化输出与容错","","当 LLM 返回的 JSON 解析失败时，你会如何设计一套完整的“容错兜底”策略？请给出具体的分层方案。"
"rq-a-ai-app-5-4","ai","ai-app","部署与成本","结构化输出与容错","","对比“JSON Mode（如 OpenAI 的 response_format）”与“受控解码（如 Outlines）”，在实现结构化输出时有何本质区别？各自适用什么场景？"
"rq-a-ai-app-5-5","ai","ai-app","RAG","结构化输出与容错","","请设计一个字段级校验（Field-level Validation）方案，用于 RAG 应用中抽取“用户查询意图”的结构化结果。要求：至少包含 3 种校验规则，并说明校验失败后的处理流程。"
"rq-a-ai-app-5-6","ai","ai-app","部署与成本","结构化输出与容错","","在 Agent 场景中，LLM 需要输出“调用哪个工具 + 参数”。如果工具参数要求严格类型（如 `location` 必须是经纬度对象），而模型输出的是模糊文本（如“北京”），你会如何设计结构化输出与容错机制？"
"rq-a-ai-app-junior-0-1","ai","ai-app","Prompt","Prompt 工程","","请解释什么是 Prompt 工程？为什么在 LLM 应用中它被视为“必会”的基础技能？请用一句话概括其核心目标，并列举至少三种最常用的基础技术手段。"
"rq-a-ai-app-junior-0-2","ai","ai-app","Prompt","Prompt 工程","","请对比“零样本提示（Zero-shot）”与“少样本提示（Few-shot）”在 LLM 推理中的机制差异。并说明在什么场景下 Few-shot 反而会带来性能下降？请给出一个具体反例。"
"rq-a-ai-app-junior-0-3","ai","ai-app","Prompt","Prompt 工程","","在 Prompt 中设置“角色设定”时，常见的错误有哪些？请以“你是一位资深律师”为例，说明如何正确设计角色提示词，并指出角色设定与系统提示（System Prompt）的关系。"
"rq-a-ai-app-junior-0-4","ai","ai-app","Prompt","Prompt 工程","","什么是“思维链（Chain-of-Thought, CoT）”提示？它在什么类型的任务中效果显著？请对比“直接回答”与“少样本 CoT”在数学应用题上的表现差异，并说明 CoT 的一个已知局限。"
"rq-a-ai-app-junior-0-5","ai","ai-app","Prompt","Prompt 工程","","请设计一个 Prompt，要求 LLM 从用户评论中提取结构化信息，并输出为 JSON 格式。要求：① 包含情感极性（正面/负面/中性）；② 包含至少两个实体及其属性；③ 当输入无法解析时，返回固定的错误 JSON。请写出完整 Prompt"
"rq-a-ai-app-junior-0-6","ai","ai-app","Prompt","Prompt 工程","","在 Prompt 工程中，常见的“易错点”有哪些？请列举至少 5 个，并针对其中 2 个给出具体的反例与修正方案。"
"rq-a-ai-app-junior-0-7","ai","ai-app","Prompt","Prompt 工程","","请对比“硬性输出约束（如 JSON Schema）”与“软性输出约束（如‘请用礼貌语气’）”在 Prompt 工程中的实现方式与失效模式。并说明在什么场景下应优先使用硬约束？"
"rq-a-ai-app-junior-1-1","ai","ai-app","部署与成本","大模型 API 调用","","请解释什么是 OpenAI 兼容接口？为什么它在 LLM 应用开发中如此重要？如果让你设计一个统一的 LLM 调用层，你会如何利用这一特性？"
"rq-a-ai-app-junior-1-2","ai","ai-app","部署与成本","大模型 API 调用","","请详细说明流式输出（Streaming）的工作原理。在 Python 中如何实现流式接收并逐字打印？流式输出下如何正确统计 token 用量？"
"rq-a-ai-app-junior-1-3","ai","ai-app","部署与成本","大模型 API 调用","","在调用大模型 API 时，你如何处理 token 计费与成本控制？请结合具体场景说明。"
"rq-a-ai-app-junior-1-4","ai","ai-app","部署与成本","大模型 API 调用","","请对比分析“同步调用”与“异步调用”大模型 API 的适用场景，并说明在 Python 中如何实现异步调用。异步调用下如何设计超时与重试机制？"
"rq-a-ai-app-junior-1-5","ai","ai-app","部署与成本","大模型 API 调用","","请列举调用大模型 API 时最常见的 5 类错误，并给出每类错误的排查思路与处理策略。请结合 HTTP 状态码说明。"
"rq-a-ai-app-junior-1-6","ai","ai-app","部署与成本","大模型 API 调用","","请编写一个生产级的“大模型 API 调用函数”，要求包含：超时控制、指数退避重试、流式与非流式统一返回、错误分类处理。请给出完整代码并解释关键设计。"
"rq-a-ai-app-junior-2-1","ai","ai-app","RAG","基础 RAG 检索问答","","请解释什么是 RAG（检索增强生成），并说明它解决了大语言模型的哪些核心痛点？在“基础 RAG 检索问答”中，一个最小可用流程包含哪几个必经环节？"
"rq-a-ai-app-junior-2-2","ai","ai-app","RAG","基础 RAG 检索问答","","在基础 RAG 中，文档切分（Chunking）的策略直接影响检索质量。请详细说明固定长度切分与语义切分的原理、优缺点，并给出一个实际代码示例（Python）展示如何实现带重叠的固定长度切分。"
"rq-a-ai-app-junior-2-3","ai","ai-app","RAG","基础 RAG 检索问答","","在向量化与相似检索环节，为什么通常使用余弦相似度而不是欧氏距离？请解释向量检索中“维度灾难”对 RAG 的影响，并说明如何通过“重排序（Rerank）”来提升最终检索质量。"
"rq-a-ai-app-junior-2-4","ai","ai-app","RAG","基础 RAG 检索问答","","请对比“直接问 LLM（无检索）”与“基础 RAG 检索问答”在回答事实型问题时的差异。如果用户问“公司今年的营收是多少”，而知识库中恰好有答案，但检索没有命中，你会如何排查和解决？"
"rq-a-ai-app-junior-4-1","ai","ai-app","部署与成本","AI 应用界面开发","","在AI应用界面开发中，什么是流式渲染（Streaming）？它和传统的非流式（一次性返回）渲染在用户体验和实现原理上有哪些本质区别？"
"rq-a-ai-app-junior-4-2","ai","ai-app","部署与成本","AI 应用界面开发","","请设计一个基于Web的对话式AI聊天界面，要求支持多轮会话、流式输出、以及会话历史管理。请画出核心组件架构图，并说明各模块的职责与数据流。"
"rq-a-ai-app-junior-4-3","ai","ai-app","部署与成本","AI 应用界面开发","","在对话式AI界面中，常见的错误类型有哪些？请针对“网络超时”、“LLM API返回异常”、“流式中断”三种场景，分别给出前端错误提示的设计方案与用户体验最佳实践。"
"rq-a-ai-app-junior-4-4","ai","ai-app","部署与成本","AI 应用界面开发","","对比“轮询（Polling）”与“SSE（Server-Sent Events）”在实现AI对话流式输出时的优劣，并说明在什么场景下你会选择WebSocket替代SSE？"
"rq-a-ai-app-mid-0-1","ai","ai-app","RAG","RAG 进阶优化","","请解释 RAG 中“切分策略”的核心目标，并对比固定大小切分与基于语义/结构的递归切分（如 RecursiveCharacterTextSplitter）各自的优缺点。实际项目中你会如何选择 chunk size？"
"rq-a-ai-app-mid-0-2","ai","ai-app","RAG","RAG 进阶优化","","请详细说明 RAG 中“查询改写”（Query Rewriting）的动机与常见实现方式，并给出一个基于 LLM 的查询改写 Prompt 示例。"
"rq-a-ai-app-mid-0-3","ai","ai-app","RAG","RAG 进阶优化","","为什么 RAG 中通常需要“重排序”（Rerank）？请对比两种主流实现：基于交叉编码器（Cross-Encoder）的 Rerank 与基于 LLM 的 Rerank，并说明各自适用场景。"
"rq-a-ai-app-mid-0-4","ai","ai-app","RAG","RAG 进阶优化","","请解释“混合检索”（Hybrid Search）的原理，并说明在 RAG 中为什么“向量检索 + 关键词检索（BM25）”的组合优于单一检索。请给出一个简单的工程实现方案。"
"rq-a-ai-app-mid-0-5","ai","ai-app","RAG","RAG 进阶优化","","在 RAG 系统中，“引用溯源”（Citation/Grounding）为什么重要？请设计一个最小可行的引用溯源方案，并指出实现过程中常见的 2-3 个坑。"
